names,amplitude,latency,type,group
S017,0.0489,20.3067,Answer,S
S018,0.0383,11.2717,CountVolumes,S
S018,0.0149,17.3674,Answer,S
S018,0.1416,21.3629,CountHeartBeats,S
S018,0.0937,17.1287,CountVolumes,S
S018,0.101,16.4362,Answer,S
S018,0.0932,16.3907,CountHeartBeats,S
S018,0.0688,5.8652,Answer,S
S018,0.0983,24.6993,CountVolumes,S
S018,0.0496,12.9797,Answer,S
S018,0.0738,24.93,CountHeartBeats,S
S018,0.0446,17.3608,Answer,S
S018,0.1044,24.7067,CountVolumes,S
S018,0.0379,8.2929,Answer,S
S018,0.0657,24.8824,CountHeartBeats,S
S018,0.0163,17.3474,Answer,S
S018,0.0687,17.3717,CountVolumes,S
S018,0.0254,17.016,Answer,S
S018,0.075,16.6781,CountHeartBeats,S
S018,0.0671,9.4564,Answer,S
S018,0.0431,20.379,CountVolumes,S
S018,0.0313,14.595,Answer,S
S018,0.0936,23.3942,CountHeartBeats,S
S018,0.0684,17.988,Answer,S
S019,0.0049,16.7833,CountVolumes,S
S019,0.0109,2.4956,Answer,S
S019,0.0048,6.2047,Answer,S
S019,0.0033,8.5759,CountHeartBeats,S
S019,0.0165,3.2245,Answer,S
S019,0.0046,17.566,CountVolumes,S
S019,0.006,1.5342,Answer,S
S019,0.0053,22.2029,CountVolumes,S
S019,0.0074,20.1952,CountHeartBeats,S
S019,0.0606,5.1827,Answer,S
S019,0.0034,6.2089,CountVolumes,S
S019,0.0224,3.1303,Answer,S
S019,0.0083,17.1883,CountHeartBeats,S
S019,0.0126,3.6467,Answer,S
S019,0.0124,0.5005,CountVolumes,S
S019,0.0124,5.1529,Answer,S
S019,0.0289,1.2267,CountHeartBeats,S
S019,0.0341,16.3289,Answer,S
S020,0.0155,15.0672,CountVolumes,S
S020,0.0476,2.9187,Answer,S
S020,0.0069,15.5536,CountHeartBeats,S
S020,0.0364,20.8399,CountVolumes,S
S020,0.0284,16.5353,Answer,S
S020,0.0031,16.8862,Answer,S
S020,0.0097,22.9944,CountVolumes,S
S020,0.0361,6.5201,Answer,S
S020,0.0034,24.5963,CountHeartBeats,S
S020,0.0153,4.5162,Answer,S
S020,0.0053,18.2793,CountVolumes,S
S020,0.0188,6.8428,Answer,S
S020,0.003,17.5147,Answer,S
S020,0.0073,18.5392,CountVolumes,S
S020,0.0077,17.2223,CountHeartBeats,S
S020,0.0301,9.6683,Answer,S
S021,0.019,22.4743,CountVolumes,S
S021,0.0056,17.4773,Answer,S
S021,0.0094,21.4649,CountHeartBeats,S
S021,0.0254,6.4836,Answer,S
S021,0.0124,26.4731,CountVolumes,S
S021,0.0061,17.5266,Answer,S
S021,0.0052,17.0652,Answer,S
S021,0.0052,3.4462,CountHeartBeats,S
S021,0.0084,0.8226,Answer,S
S021,0.0095,9.8455,CountHeartBeats,S
S021,0.0591,3.4968,Answer,S
S021,0.006,26.4863,CountVolumes,S
S021,0.0068,19.4757,Answer,S
S021,0.0091,26.4693,CountHeartBeats,S
S021,0.0068,17.4669,Answer,S
S021,0.0128,18.8091,CountVolumes,S
S021,0.0069,17.4678,Answer,S
S021,0.0124,18.44,CountHeartBeats,S
S021,0.0287,12.5796,Answer,S
S022,0.0025,11.7204,CountVolumes,S
S022,0.0042,15.4585,CountHeartBeats,S
S022,0.0546,11.4661,Answer,S
S024,0.072,8.8006,CountVolumes,S
S024,0.0142,20.378,Answer,S
S024,0.0517,7.8259,CountHeartBeats,S
S024,0.0568,4.3722,Answer,S
S024,0.045,12.4013,CountVolumes,S
S024,0.0155,11.3951,Answer,S
S024,0.0452,15.3822,CountHeartBeats,S
S024,0.0271,8.3688,Answer,S
S024,0.0466,15.3982,CountVolumes,S
S024,0.0204,8.3758,Answer,S
S024,0.0327,15.4202,CountHeartBeats,S
S024,0.0251,3.4143,Answer,S
S024,0.0825,19.4458,CountVolumes,S
S024,0.0223,14.3974,Answer,S
S024,0.0355,15.4095,CountHeartBeats,S
S024,0.039,9.4061,Answer,S
S024,0.0688,7.4698,CountVolumes,S
S024,0.0521,18.3795,Answer,S
S024,0.0849,8.4102,CountHeartBeats,S
S024,0.0503,8.3771,Answer,S
S024,0.055,4.4104,CountVolumes,S
S024,0.0261,8.3894,Answer,S
S024,0.0672,12.1109,CountHeartBeats,S
S024,0.1103,8.4013,Answer,S
