names,amplitude,latency,type,rx_time,correct,group
S002,0.0033,0.5838,hard,6.6836,1.0,S
S003,0.0046,1.7663,easy,2.3501,1.0,S
S003,0.0309,1.2574,easy,1.4668,1.0,S
S003,0.0299,1.278,hard,4.1002,1.0,S
S003,0.0138,4.8836,hard,4.3002,1.0,S
S003,0.0072,4.1149,hard,5.4669,1.0,S
S003,0.0094,1.771,easy,1.4167,1.0,S
S003,0.0048,1.7951,easy,1.4001,1.0,S
S003,0.0105,1.5158,easy,1.6334,1.0,S
S003,0.0155,2.0208,easy,1.9334,1.0,S
S003,0.0058,3.912,hard,4.9999,1.0,S
S003,0.0078,0.4361,easy,1.4168,0.0,S
S003,0.0078,1.8549,hard,5.3168,1.0,S
S003,0.002,2.0993,easy,2.5168,1.0,S
S003,0.0081,0.4714,easy,2.0668,1.0,S
S003,0.0393,0.8573,hard,5.8336,1.0,S
S003,0.008,1.7293,hard,4.7502,1.0,S
S003,0.0023,2.1796,hard,3.6502,1.0,S
S003,0.0052,0.2521,easy,2.1668,1.0,S
S003,0.0589,1.4782,easy,1.4,1.0,S
S004,0.1292,0.8736,easy,2.4834,0.0,S
S004,0.0854,0.5579,easy,3.0668,1.0,S
S004,0.0204,2.4313,easy,2.5168,1.0,S
S004,0.1208,2.4862,easy,2.3668,1.0,S
S004,0.2539,5.3883,hard,4.2835,0.0,S
S004,0.2349,0.8316,easy,4.0001,1.0,S
S004,0.0072,2.3918,easy,2.2168,1.0,S
S004,0.0668,0.2101,easy,1.6834,1.0,S
S004,0.1119,2.8715,easy,2.8168,1.0,S
S004,0.1892,1.1533,hard,6.0669,0.0,S
S004,0.1158,4.5504,hard,5.3169,0.0,S
S004,0.1198,3.5134,hard,5.6669,0.0,S
S004,0.1048,0.4156,easy,1.6668,1.0,S
S004,0.0368,2.8813,easy,2.5001,1.0,S
S004,0.0915,0.9454,easy,2.0667,1.0,S
S004,0.1328,0.9448,easy,4.8002,1.0,S
S004,0.1637,0.9229,easy,2.0499,1.0,S
S004,0.0751,5.5459,hard,5.9002,1.0,S
S004,0.0894,1.5064,easy,2.6001,1.0,S
S004,0.1391,1.6405,easy,1.7834,1.0,S
S004,0.1098,3.4883,hard,3.3833,0.0,S
S004,0.1329,1.3452,easy,2.8501,0.0,S
S004,0.0302,0.9838,easy,2.0168,1.0,S
S004,0.0264,1.4078,hard,4.8169,1.0,S
S004,0.0779,1.3375,hard,5.9669,1.0,S
S004,0.0769,0.6626,hard,6.9169,0.0,S
S004,0.1177,0.2299,easy,1.6667,0.0,S
S004,0.0541,3.1786,easy,2.7001,1.0,S
S004,0.0926,0.5551,easy,4.8669,1.0,S
S004,0.1237,0.3131,easy,3.1668,1.0,S
S004,0.0868,2.32,easy,3.1335,1.0,S
S004,0.1361,0.5028,easy,4.3169,1.0,S
S004,0.0983,3.4695,easy,3.5001,1.0,S
S004,0.1528,0.4776,hard,0.0012,0.0,S
S005,0.0192,2.564,easy,2.5501,1.0,S
S005,0.0136,2.342,easy,2.6334,1.0,S
S005,0.0118,9.6297,hard,6.0,1.0,S
S005,0.0053,9.261,hard,4.3168,1.0,S
S005,0.0058,2.262,easy,2.4501,0.0,S
S005,0.005,11.143,hard,6.0502,0.0,S
S005,0.0077,1.2793,hard,4.9335,0.0,S
S005,0.0082,3.345,hard,7.0003,0.0,S
S005,0.0056,3.8137,hard,5.6503,1.0,S
S005,0.0062,0.4456,easy,5.8669,1.0,S
S005,0.0128,4.4008,easy,4.7002,1.0,S
S005,0.0081,5.757,hard,4.5502,1.0,S
S005,0.0053,4.9978,hard,5.3002,0.0,S
S005,0.0061,0.4648,easy,1.9501,1.0,S
S006,0.1306,3.9214,easy,5.7169,1.0,S
S006,0.1692,5.0683,easy,7.2669,1.0,S
S006,0.0814,3.6979,easy,5.2836,1.0,S
S006,0.152,2.5836,easy,3.6001,1.0,S
S006,0.0749,2.8759,easy,3.3334,1.0,S
S006,0.1743,5.9602,hard,6.2836,1.0,S
S006,0.1291,3.1821,easy,3.5001,1.0,S
S006,0.0771,3.1686,easy,4.8169,1.0,S
S006,0.0925,1.963,easy,2.4668,1.0,S
S006,0.12,1.0917,easy,3.7001,1.0,S
S006,0.147,2.7837,easy,3.1334,1.0,S
S006,0.061,1.5415,easy,2.2834,1.0,S
S006,0.3008,4.872,hard,6.6335,1.0,S
S006,0.0749,1.5642,easy,2.3001,1.0,S
S006,0.0934,2.3104,easy,2.9831,1.0,S
S006,0.1427,2.5325,easy,2.8665,1.0,S
S006,0.1546,2.4211,easy,2.7333,1.0,S
S006,0.4369,3.4101,hard,7.0003,1.0,S
S006,0.0784,0.5159,easy,2.1667,1.0,S
S006,0.3767,4.2733,hard,5.2833,1.0,S
S006,0.0636,4.4956,hard,6.8336,0.0,S
S006,0.1996,6.2734,hard,6.65,1.0,S
S006,0.1734,1.543,easy,3.3835,0.0,S
S006,0.0478,2.0402,easy,2.2501,1.0,S
S006,0.1032,1.9126,easy,3.1835,1.0,S
S007,0.1469,2.7408,easy,2.6834,1.0,S
S007,0.3278,2.4457,easy,3.9501,1.0,S
S007,0.1126,2.2313,easy,2.4667,1.0,S
S007,0.1229,1.9713,easy,2.1668,1.0,S
S007,0.2684,2.3777,hard,3.5835,1.0,S
S007,0.1023,2.5617,hard,3.4335,1.0,S
S007,0.2647,2.8112,hard,6.7169,1.0,S
S007,0.0853,2.239,easy,2.2334,1.0,S
S007,0.0969,1.6884,easy,1.4334,1.0,S
S007,0.2501,2.9443,hard,6.7169,1.0,S
S007,0.4373,1.0169,easy,2.0834,1.0,S
S007,0.0412,1.5337,easy,1.3498,1.0,S
S007,0.1484,0.2183,easy,1.2998,1.0,S
S007,0.0577,0.1624,easy,2.0501,1.0,S
S007,0.2139,3.1114,hard,5.4336,1.0,S
S007,0.1671,2.4675,hard,4.6669,1.0,S
S007,0.0624,3.2406,easy,2.8332,1.0,S
S007,0.0806,0.8196,easy,1.1834,1.0,S
S007,0.1067,2.2302,easy,2.7501,1.0,S
S007,0.2453,8.6585,hard,4.7168,1.0,S
S007,0.0711,1.8045,easy,1.8,1.0,S
S007,0.09,9.6141,hard,5.8167,1.0,S
S007,0.1441,2.832,hard,3.8835,1.0,S
S007,0.0469,7.7246,hard,4.4502,1.0,S
S007,0.3269,0.344,easy,2.3501,1.0,S
S007,-0.0029,2.4761,easy,2.0001,1.0,S
S007,0.0841,2.4701,easy,4.1669,1.0,S
S007,0.176,2.2435,easy,2.5168,1.0,S
S007,0.2691,1.6377,easy,3.1668,1.0,S
S007,0.0799,2.2504,easy,2.9001,1.0,S
S007,0.0131,2.7941,easy,3.5999,1.0,S
S007,0.2186,3.4927,hard,5.1002,1.0,S
S007,0.1537,9.7122,hard,5.9169,1.0,S
S008,0.1482,5.9438,easy,5.5169,1.0,S
S008,0.0545,0.6616,easy,2.6668,1.0,S
S008,0.0675,1.6852,easy,3.2835,1.0,S
S008,0.0283,0.7051,easy,2.5,1.0,S
S008,0.1713,0.1671,hard,6.6836,1.0,S
S008,0.183,2.6348,easy,2.5834,1.0,S
S008,0.1194,1.2678,easy,2.3334,1.0,S
S008,0.1791,5.5835,hard,5.4002,1.0,S
S008,0.0014,4.3747,hard,6.867,1.0,S
S008,0.0389,2.3191,easy,3.2168,1.0,S
S008,0.0833,6.5682,hard,6.9503,0.0,S
S008,0.0294,5.6493,hard,6.9836,0.0,S
S008,0.0256,2.0068,easy,2.4834,1.0,S
S008,0.0392,11.4327,hard,5.7669,1.0,S
S008,0.0885,0.0448,easy,2.6835,1.0,S
S008,0.036,0.5082,easy,1.7165,1.0,S
S008,0.0372,1.4347,easy,3.7501,1.0,S
S009,0.0049,2.0534,easy,1.6667,1.0,S
S009,0.0028,4.0117,hard,3.4168,1.0,S
S009,0.0048,5.5304,hard,5.7169,0.0,S
S009,0.0043,0.6589,hard,5.7502,0.0,S
S009,0.0044,0.4225,hard,5.6168,1.0,S
S009,0.0037,1.4614,easy,1.4,1.0,S
S009,0.0048,4.5131,hard,6.867,0.0,S
S009,0.005,0.3221,easy,1.2834,1.0,S
S009,0.0128,0.2146,hard,0.0013,0.0,S
S009,0.0109,4.6773,hard,5.7502,1.0,S
S009,0.0066,3.7413,hard,5.0169,0.0,S
S009,0.0044,0.9624,easy,3.1001,1.0,S
S009,0.0033,1.7219,easy,1.8001,1.0,S
S009,0.0092,2.9052,hard,4.2502,1.0,S
S009,0.0082,1.9827,easy,1.65,1.0,S
S009,0.0068,3.4322,easy,3.0668,1.0,S
S009,0.0124,0.6664,hard,5.8836,1.0,S
S009,0.0152,0.6051,easy,1.1334,1.0,S
S009,0.0082,0.0948,easy,1.2334,0.0,S
S010,0.051,3.0188,easy,3.0168,1.0,S
S010,0.0661,1.1132,easy,4.8335,1.0,S
S010,0.1601,2.4584,hard,5.5168,1.0,S
S010,0.0816,0.0209,easy,2.3001,1.0,S
S010,0.108,1.4249,hard,3.5335,1.0,S
S010,0.0288,1.4156,easy,2.2167,1.0,S
S010,0.0626,4.4447,hard,6.2836,1.0,S
S010,0.047,0.4575,easy,2.5501,1.0,S
S010,0.0254,0.4214,easy,2.3168,1.0,S
S010,0.0224,0.3459,easy,3.1668,1.0,S
S011,0.0156,10.0346,easy,11.4338,0.0,S
S011,0.0223,4.1684,easy,5.2169,1.0,S
S011,0.1384,5.1402,hard,0.0012,1.0,S
S011,0.02,0.3332,easy,3.2502,1.0,S
S011,0.0365,0.0238,easy,6.5336,1.0,S
S011,-0.0028,3.0069,easy,2.8668,1.0,S
S012,0.084,1.2073,easy,3.5334,1.0,S
S012,0.0294,2.6847,easy,4.2168,0.0,S
S012,0.0365,0.3279,easy,5.1169,1.0,S
S012,0.0257,2.3041,easy,4.8835,1.0,S
S012,0.0354,3.3192,hard,6.1336,0.0,S
S012,0.1497,2.0932,easy,4.0335,0.0,S
S012,0.0341,1.8844,easy,4.0001,1.0,S
S012,0.0088,1.4696,easy,4.1002,0.0,S
S014,0.0381,0.2102,easy,1.9167,1.0,S
S014,0.0393,6.2906,hard,4.8002,0.0,S
S014,0.0202,0.969,easy,2.2001,1.0,S
S014,0.0206,3.9743,hard,4.8835,1.0,S
S014,0.0178,4.4563,hard,4.5502,1.0,S
S014,0.0348,4.5628,hard,4.4335,0.0,S
S014,0.0129,14.0332,hard,6.8669,1.0,S
S014,0.0138,0.2502,easy,2.0334,1.0,S
S014,0.0145,3.8445,easy,4.0835,1.0,S
S014,0.016,3.5094,easy,3.7001,1.0,S
S014,0.0369,0.907,easy,1.3834,1.0,S
S014,0.0533,0.3306,hard,5.2333,1.0,S
S014,0.0111,4.3414,hard,4.0168,1.0,S
S014,0.0076,4.565,hard,5.2168,1.0,S
S014,0.0423,1.7552,easy,3.1334,1.0,S
S014,0.0564,1.0953,easy,1.1667,1.0,S
S014,0.0276,3.9966,hard,4.2001,1.0,S
S014,0.0852,2.0089,hard,5.9002,1.0,S
S014,0.0294,19.97,hard,5.3335,1.0,S
S014,0.0255,0.1083,easy,1.4001,1.0,S
S015,0.0113,5.1442,easy,5.0168,1.0,S
S015,0.0107,1.7563,easy,3.5168,1.0,S
S015,0.016,4.7212,easy,4.3501,1.0,S
S015,0.0441,8.0413,hard,5.7833,1.0,S
S015,0.0087,0.4651,easy,2.3501,1.0,S
S015,0.0058,1.1231,easy,1.4834,1.0,S
S015,0.006,0.7781,easy,3.8168,0.0,S
S015,0.0063,2.768,easy,3.6835,1.0,S
S015,0.0055,1.4671,hard,7.017,0.0,S
S015,0.0147,1.1188,easy,2.4335,1.0,S
S015,0.009,0.0525,easy,2.1834,1.0,S
S015,0.0049,6.0992,hard,6.667,1.0,S
S015,0.0078,1.4659,hard,5.5,1.0,S
S015,0.0061,3.0675,easy,4.2336,0.0,S
S016,0.0032,4.071,easy,3.7002,1.0,S
S016,0.0039,0.6581,hard,5.8836,1.0,S
S016,0.0033,1.0009,hard,4.5003,0.0,S
S016,0.0097,4.6492,hard,6.5003,1.0,S
S016,0.0055,1.2788,easy,1.8334,1.0,S
S016,0.0048,8.8877,hard,6.1836,1.0,S
S016,0.004,2.6304,easy,2.1668,1.0,S
S016,0.0047,0.7912,easy,2.5001,1.0,S
S016,0.0039,0.033,easy,1.35,1.0,S
S016,0.0068,3.8873,hard,5.0669,1.0,S
S016,0.0042,0.5866,easy,1.8001,1.0,S
S016,0.0078,6.268,hard,5.1169,1.0,S
S016,0.006,12.2583,hard,4.2002,1.0,S
S016,0.0128,10.0163,hard,4.8669,1.0,S
S016,0.0051,1.2956,easy,2.2168,1.0,S
S017,0.0794,1.9501,easy,1.9168,1.0,S
S017,0.0927,2.2542,easy,2.0001,1.0,S
S017,0.1116,2.1015,easy,1.9168,1.0,S
S017,0.1647,1.7735,hard,5.9336,1.0,S
S017,0.056,1.7027,easy,1.3834,1.0,S
S017,0.2057,4.2601,hard,4.6335,1.0,S
S017,0.0906,6.6692,hard,6.3836,1.0,S
S017,0.0872,1.9432,easy,1.6001,1.0,S
S017,0.0891,1.6085,easy,1.6001,1.0,S
S017,0.0937,0.4057,easy,1.2334,1.0,S
S017,0.1618,0.5255,hard,5.6669,1.0,S
S017,0.0861,0.9534,easy,1.8334,1.0,S
S017,0.0495,0.0006,easy,1.4667,1.0,S
S017,0.1027,1.6435,easy,1.4001,1.0,S
S017,0.1704,1.8807,hard,4.6835,1.0,S
S017,0.022,1.4877,hard,5.7169,1.0,S
S017,0.0663,0.0098,easy,1.4668,1.0,S
S017,0.0602,0.2336,easy,2.2834,1.0,S
S017,0.0867,5.2233,hard,6.55,0.0,S
S017,0.1523,1.6394,hard,6.6003,1.0,S
S017,0.0423,1.7062,easy,1.2834,1.0,S
S017,0.0789,1.7389,easy,2.0001,1.0,S
S017,0.0941,1.3965,easy,1.1667,1.0,S
S017,0.0353,1.6117,easy,1.75,1.0,S
S017,0.0547,2.5885,easy,2.4834,1.0,S
S018,0.0554,0.684,easy,2.3834,0.0,S
S018,0.0492,6.2203,easy,10.1504,0.0,S
S018,0.0367,6.4497,easy,12.9004,0.0,S
S018,0.0261,3.8839,easy,3.6502,0.0,S
S018,0.0298,0.0638,hard,5.0502,0.0,S
S018,0.0234,3.5701,easy,3.5502,1.0,S
S018,0.0507,2.937,easy,7.2669,1.0,S
S018,0.009,4.1454,easy,3.6335,1.0,S
S018,0.0137,1.1979,easy,4.6168,0.0,S
S018,0.0131,6.7333,easy,8.4837,1.0,S
S018,0.0668,3.2604,easy,7.0002,1.0,S
S019,0.0106,2.4496,easy,3.4835,1.0,S
S019,0.0099,2.1499,easy,3.6501,1.0,S
S019,0.0062,0.3796,easy,2.5668,1.0,S
S019,0.0084,2.1156,easy,2.2668,1.0,S
S019,0.007,3.0251,hard,4.1169,1.0,S
S019,-0.0345,4.7517,hard,5.5002,0.0,S
S019,0.0082,1.6476,hard,5.2169,1.0,S
S019,0.0087,6.3573,hard,5.9002,1.0,S
S019,0.0064,1.6818,easy,1.8168,1.0,S
S019,0.0099,2.2849,easy,2.7168,1.0,S
S020,0.0295,0.2631,easy,2.1168,1.0,S
S020,0.0259,3.546,easy,4.0169,1.0,S
S020,0.0478,4.0971,hard,5.0502,1.0,S
S020,0.0374,3.4711,hard,6.1169,1.0,S
S020,0.0211,0.7348,easy,1.9668,1.0,S
S020,0.0064,2.0379,easy,1.5001,1.0,S
S020,0.034,5.9057,hard,6.6502,1.0,S
S020,0.0119,4.4027,hard,5.4003,1.0,S
S020,0.0129,0.992,easy,1.9168,1.0,S
S020,0.0153,0.9832,easy,1.7834,1.0,S
S020,0.0168,3.2119,easy,3.4834,1.0,S
S020,0.0291,6.72,hard,6.2668,1.0,S
S020,0.0145,6.1135,hard,6.6169,0.0,S
S020,0.0134,1.6746,easy,1.7167,1.0,S
S020,0.0602,1.2097,hard,4.9502,1.0,S
S020,0.0144,3.0374,hard,3.1501,1.0,S
S020,0.013,2.0873,easy,1.6167,1.0,S
S020,0.0156,2.4906,hard,5.717,1.0,S
S021,0.0216,0.4779,easy,1.6667,1.0,S
S021,0.0094,5.2646,easy,7.2503,1.0,S
S021,0.0194,2.5326,easy,3.2502,1.0,S
S021,0.0126,3.0081,easy,2.8335,1.0,S
S021,0.0122,3.4277,hard,5.3836,0.0,S
S021,0.0109,3.8687,easy,4.9668,1.0,S
S021,0.005,3.1557,easy,5.2835,0.0,S
S021,0.0055,0.3472,easy,7.1003,0.0,S
S021,0.0146,5.4917,hard,6.4003,0.0,S
S021,0.0104,1.6247,easy,2.0168,1.0,S
S021,0.0057,2.4036,hard,3.9168,0.0,S
S021,0.0235,1.4943,easy,2.2667,0.0,S
S021,0.0051,1.564,easy,2.8167,1.0,S
S021,0.0044,2.4052,hard,5.0502,1.0,S
S021,0.0332,4.3976,easy,4.9835,0.0,S
S021,0.0032,2.7965,easy,3.7835,1.0,S
S021,0.0225,0.4977,easy,6.2169,1.0,S
S021,0.0089,1.7582,easy,2.6001,1.0,S
S021,0.0248,1.5305,easy,3.0334,1.0,S
S021,0.0069,2.419,easy,2.4168,1.0,S
S021,0.0052,4.4036,hard,4.7836,0.0,S
S021,0.0055,1.0858,hard,4.0669,0.0,S
S021,0.0047,1.3602,hard,6.2836,0.0,S
S021,0.0134,0.5382,easy,3.9502,0.0,S
S021,0.0113,1.9863,easy,2.4001,1.0,S
S021,0.0061,2.0906,easy,9.5837,1.0,S
S022,0.0009,1.4428,easy,1.6501,1.0,S
S022,-0.0,3.2722,easy,2.7835,1.0,S
S022,0.0006,1.9556,easy,2.4835,1.0,S
S022,0.0006,2.9368,easy,2.6501,0.0,S
S022,0.0006,1.7563,easy,3.5002,0.0,S
S022,0.001,0.7025,easy,4.4168,0.0,S
S022,0.001,0.7685,easy,2.8835,1.0,S
S022,0.0012,2.9344,hard,6.0502,0.0,S
S022,0.0009,0.3369,hard,5.3002,0.0,S
S022,0.0012,5.4667,easy,5.0002,1.0,S
S022,0.0011,0.3675,easy,4.7002,1.0,S
S022,0.0009,1.144,easy,1.8667,1.0,S
S022,0.0011,3.7596,easy,4.5169,0.0,S
S022,0.0012,2.7112,easy,2.7501,0.0,S
S022,0.0025,5.463,hard,5.5669,1.0,S
S022,0.0006,1.1909,hard,2.5168,0.0,S
S022,0.0011,1.4699,easy,3.7501,1.0,S
S022,0.0011,1.1746,easy,2.3835,1.0,S
S022,0.0015,0.252,easy,2.0168,1.0,S
S022,0.0011,0.0696,easy,4.3002,1.0,S
S022,0.005,1.0991,hard,6.8169,0.0,S
S022,0.0007,1.4419,easy,3.1668,1.0,S
S022,0.0012,0.7554,easy,1.75,1.0,S
S022,0.001,0.4626,easy,1.6834,1.0,S
S022,0.0009,0.2546,easy,2.5834,1.0,S
S022,0.0007,1.1375,easy,2.6335,1.0,S
S022,0.0007,5.3627,hard,6.0502,0.0,S
S022,0.0007,0.4551,easy,2.9001,0.0,S
S022,0.0016,2.1179,easy,2.9502,1.0,S
S022,0.0007,2.6322,easy,2.2668,1.0,S
S022,0.0009,0.6434,easy,1.7501,1.0,S
S022,0.0008,1.367,easy,1.8835,1.0,S
S022,0.0009,1.9546,easy,3.7001,1.0,S
S022,0.001,1.7032,easy,1.8668,1.0,S
S022,0.0009,2.878,hard,5.6002,0.0,S
S022,0.0009,3.7539,hard,6.8336,0.0,S
S022,0.0019,2.4304,easy,2.7167,1.0,S
S022,0.0008,3.1825,easy,3.0835,1.0,S
S022,0.0012,0.5735,easy,1.6834,1.0,S
S022,0.0007,1.3668,easy,1.7167,1.0,S
S022,0.0009,1.1156,easy,2.1833,0.0,S
S022,0.0007,1.402,easy,3.0168,1.0,S
S022,0.0013,10.4363,hard,6.717,0.0,S
S022,0.001,4.4458,hard,6.9167,0.0,S
S022,0.0008,0.4525,hard,0.0012,0.0,S
S022,0.0009,0.4243,easy,2.1332,1.0,S
S022,0.001,2.21,easy,4.3002,1.0,S
S022,0.001,2.3653,easy,2.4334,1.0,S
S022,0.0008,1.3939,easy,1.9501,1.0,S
S024,0.1204,1.2359,easy,2.5335,1.0,S
S024,0.0057,0.768,easy,1.8668,1.0,S
S024,0.0352,2.2925,easy,1.8834,1.0,S
S024,0.0852,1.3776,hard,3.9002,1.0,S
S024,0.0384,1.9098,easy,1.8167,1.0,S
S024,0.01,0.9827,easy,1.65,1.0,S
S024,0.0249,0.9062,easy,2.1168,1.0,S
S024,0.0531,2.3838,hard,4.2668,1.0,S
S024,0.0206,3.037,hard,5.1668,1.0,S
S024,0.0336,1.194,easy,3.7335,1.0,S
S024,0.0196,1.2832,easy,1.2334,1.0,S
S024,0.0292,0.3481,easy,1.3001,1.0,S
S024,0.0218,0.8159,hard,5.8336,0.0,S
S024,0.029,4.8305,hard,4.7336,1.0,S
S024,0.019,1.2904,easy,1.4834,1.0,S
S024,0.0459,1.4741,easy,1.6168,1.0,S
S024,0.0285,5.3968,hard,6.8503,1.0,S
S024,0.0068,3.1484,hard,4.7168,1.0,S
S024,0.0481,1.0978,easy,1.2834,1.0,S
S024,0.0177,0.3693,easy,2.4334,1.0,S
S024,0.0165,1.6778,easy,1.2334,1.0,S
S024,0.0175,1.465,hard,4.2835,0.0,S
S024,0.0313,5.0056,hard,6.3169,1.0,S
S024,0.025,1.0987,easy,1.5167,1.0,S
S024,0.0254,1.3896,hard,3.6001,1.0,S
S024,0.0167,1.2495,hard,3.5167,1.0,S
S024,0.035,4.1868,hard,6.0669,0.0,S
S024,0.0205,3.385,hard,6.0,1.0,S
S024,0.0092,7.8461,hard,3.6002,1.0,S
S024,0.0267,0.5877,easy,1.8001,1.0,S
S024,0.0128,1.7256,easy,1.8001,1.0,S
