names,amplitude,latency,type,group
S016,0.0018,18.4553,CountHeartBeats,S
S016,0.0019,3.9856,Answer,S
S016,0.0028,16.3123,CountVolumes,S
S016,0.0019,17.0427,Answer,S
S016,0.0025,2.8755,CountHeartBeats,S
S016,0.014,17.0831,Answer,S
S017,0.0916,24.2925,CountVolumes,S
S017,0.0412,16.6929,Answer,S
S017,0.0458,6.6842,CountHeartBeats,S
S017,0.1101,20.1962,Answer,S
S018,0.0292,8.9815,CountVolumes,S
S018,0.0185,18.9808,Answer,S
S018,0.0432,8.4319,CountHeartBeats,S
S018,0.0033,17.4002,Answer,S
S018,0.0138,5.4088,CountVolumes,S
S018,0.0192,18.4447,Answer,S
S018,0.0077,4.7564,CountHeartBeats,S
S018,0.0133,15.8998,Answer,S
S018,0.0109,10.0867,CountVolumes,S
S018,0.0057,11.4697,CountHeartBeats,S
S018,0.0126,16.2869,Answer,S
S018,0.0127,15.4054,CountVolumes,S
S018,0.014,10.4348,Answer,S
S018,0.0449,24.8031,CountHeartBeats,S
S018,0.0241,16.3884,Answer,S
S018,0.0258,19.3966,CountVolumes,S
S018,0.0294,16.8431,Answer,S
S018,0.0307,23.4248,CountHeartBeats,S
S018,0.0129,18.4638,Answer,S
S018,0.0248,19.4147,CountVolumes,S
S018,0.0253,14.4196,Answer,S
S018,0.0194,16.4294,CountHeartBeats,S
S018,0.0752,16.2225,Answer,S
S019,0.0295,27.179,CountVolumes,S
S019,0.0157,18.5148,CountVolumes,S
S019,0.0067,18.5001,CountHeartBeats,S
S019,0.0084,18.0372,CountVolumes,S
S019,0.0502,5.4884,Answer,S
S019,0.0123,17.5762,CountHeartBeats,S
S019,0.0416,3.4857,Answer,S
S019,0.0127,12.4976,CountHeartBeats,S
S019,0.0391,14.466,Answer,S
S019,0.0064,11.4935,CountVolumes,S
S019,0.0388,1.8903,Answer,S
S019,0.0108,5.4751,CountHeartBeats,S
S019,0.0451,1.5083,Answer,S
S019,0.0097,9.4826,CountVolumes,S
S019,0.0584,0.4543,Answer,S
S019,0.0242,8.4488,CountHeartBeats,S
S019,0.0485,6.4733,Answer,S
S020,0.0485,20.8183,CountVolumes,S
S020,0.0176,11.4375,Answer,S
S020,0.0049,19.0774,CountHeartBeats,S
S020,0.0317,1.5466,Answer,S
S020,0.0103,24.4908,CountVolumes,S
S020,0.004,26.4727,CountHeartBeats,S
S020,0.0075,17.4487,CountVolumes,S
S020,0.0091,9.4157,Answer,S
S020,0.004,17.4216,CountHeartBeats,S
S020,0.0082,17.4716,CountVolumes,S
S020,0.0048,18.431,Answer,S
S020,0.0053,22.4361,CountHeartBeats,S
S020,0.004,17.4254,Answer,S
S020,0.0046,27.4415,CountVolumes,S
S020,0.0043,24.4824,CountHeartBeats,S
S020,0.0347,10.5673,Answer,S
S021,0.0123,20.8327,CountVolumes,S
S021,0.0094,12.4577,Answer,S
S021,0.0174,21.8339,CountHeartBeats,S
S021,0.0181,5.8141,Answer,S
S021,0.0129,13.8335,CountVolumes,S
S021,0.0518,17.886,CountHeartBeats,S
S021,0.0051,14.8123,Answer,S
S021,0.0143,16.8102,CountVolumes,S
S021,0.0042,0.8091,Answer,S
S021,0.0079,16.8117,CountHeartBeats,S
S021,0.0074,21.8341,CountVolumes,S
S021,0.0052,20.8229,CountHeartBeats,S
S021,0.0079,17.8019,CountVolumes,S
S021,0.0087,17.8199,CountHeartBeats,S
S021,0.0042,16.7971,Answer,S
S021,0.0061,16.809,CountVolumes,S
S021,0.005,11.8127,Answer,S
S021,0.0066,12.818,CountHeartBeats,S
S021,0.0293,7.9183,Answer,S
S022,0.0056,14.066,CountVolumes,S
S022,0.033,0.0574,Answer,S
S022,0.0052,0.0787,CountHeartBeats,S
S022,0.0017,11.0783,Answer,S
S022,0.0053,0.0129,Answer,S
S022,0.0062,22.5444,CountVolumes,S
S022,0.0559,12.19,Answer,S
S024,0.032,20.3854,CountVolumes,S
S024,0.0537,13.3376,Answer,S
S024,0.0899,20.339,CountHeartBeats,S
S024,0.0437,13.3496,Answer,S
S024,0.0929,12.3873,CountVolumes,S
S024,0.0201,9.3655,Answer,S
S024,0.0876,7.6828,CountHeartBeats,S
S024,0.0313,17.3745,Answer,S
S024,0.0697,16.3792,CountVolumes,S
S024,0.0411,13.3568,Answer,S
S024,0.0774,8.3663,CountHeartBeats,S
S024,0.0684,13.3634,Answer,S
S024,0.0217,17.0362,CountVolumes,S
S024,0.0228,5.3494,Answer,S
S024,0.0401,24.3512,CountHeartBeats,S
S024,0.0513,13.3403,Answer,S
S024,0.0729,20.3732,CountVolumes,S
S024,0.0223,10.3574,Answer,S
S024,0.0265,16.3673,CountHeartBeats,S
S024,0.023,13.3592,Answer,S
S024,0.0885,12.3659,CountVolumes,S
S024,0.0129,2.3508,Answer,S
S024,0.0265,12.3573,CountHeartBeats,S
S024,0.1057,13.8097,Answer,S
